Category,Description,Employer,Location,Multiple,State,Translation
IT,Cloud Architect,ipt Innovation Process Technology AG,"Zürich, Bern, Luzern, Basel",Y,Zurich,Cloud Architect
IT,Data Engineering Consultant,ipt Innovation Process Technology AG,"Zürich, Bern, Luzern, Basel",Y,Zurich,Data Engineering Consultant
IT,Senior DevOps Consultant,ipt Innovation Process Technology AG,"Zürich, Bern, Luzern, Basel",Y,Zurich,Senior DevOps Consultant
IT,ERP-Consultant im Bereich Projekt und Auftragsbearbeitung (w/m) 80-100%,BDO AG,"Zürich, St. Gallen, Aarau, Luzern oder Solothurn",Y,Zurich,ERP consultant in the project and order processing (w / m) 80-100%
IT,Software Engineer Java,ERNI Schweiz AG,Zürich/Bern,Y,Zurich,Java Software Engineer
IT,Backend Developer Financescout24 (.NET/C#) f/m/d,Scout24 Schweiz AG,Zürich/Flamatt,Y,Zurich,Backend Developer FinanceScout24 (.NET / C #) f / m / d
IT,Quality Assurance Engineer - FinanceScout24 w/m/d,Scout24 Schweiz AG,Zürich/Flamatt,Y,Zurich,Quality Assurance Engineer - FinanceScout24 w / m / d
IT,Ops Specialist,SonarSource SA,1215 Geneva 15,N,Geneva,Ops Specialist
IT,Product Manager - Microsoft Azure DevOps Experience,SonarSource SA,1215 Geneva 15,N,Geneva,Product Manager - Microsoft Azure DevOps Experience
IT,SonarCloud - Java Developer,SonarSource SA,1215 Geneva 15,N,Geneva,Sonar Cloud - Java Developer
IT,Software Engineers C/C++,libC Technologies SA,3003 Berne,N,Bern,Software Engineers C / C ++
IT,(Senior) SAP FI/CO Consultant 80-100% (m/w) SAP,BROMsolutions AG Biel,8000 Zürich,N,Zurich,(Senior) SAP FI / CO Consultant 80-100% (w / w) SAP
IT,SAP Basis Systemspezialist (m/w) SAP,BROMsolutions AG Biel,9000 St.Gallen,N,Sankt Gallen,SAP Basis System (m / w) SAP
IT,Data Management Projektleiter,yellowshark AG,Aarau,N,Aargau,Data Management Project
IT,Data Management Projektleiter,yellowshark AG,Aarau,N,Aargau,Data Management Project
IT,"Full Stack Software-Entwickler (m/w, 80-100%)",GeoWerkstatt GmbH,Aarau,N,Aargau,"Full Stack Software Developer (m / w, 80-100%)"
IT,Web Developer (Full Stack) interne IT 80-100% (w/m),DP Consulting AG,Aarau,N,Aargau,Web Developer (Full Stack) internal IT 80-100% (w / w)
IT,Solution Engineer & Supporter ERP-Software SelectLine (m/w),CS-Computing GmbH,Aarau Rohr,N,Aargau,Solution Engineer & Supporter ERP software SelectLine (m / f)
IT,Solution Engineer & Supporter ERP-Software SelectLine (m/w),CS-Computing GmbH,Aarau Rohr,N,Aargau,Solution Engineer & Supporter ERP software SelectLine (m / f)
IT,Solution Engineer & Supporter ERP-Software SelectLine (m/w),CS-Computing GmbH,Aarau Rohr,N,Aargau,Solution Engineer & Supporter ERP software SelectLine (m / f)
IT,IT Network Engineer (m/w) 80-100% [Ref:1309],Freestar-Informatik AG,Aargau,N,Aargau,IT Network Engineer (m / w) 80-100% [Ref: 1309]
IT,Senior Full-Stack Developer 100%,Docu Media Schweiz GmbH,Adliswil,N,Zurich,Senior Full Stack Developer 100%
IT,Web-EntwicklerIn PHP 80 - 100%,Guave Studios GmbH,Adliswil,N,Zurich,Web EntwicklerIn PHP 80-100%
IT,Projektleiter & Applikations-Spezialist (m/w),yellowshark AG,Affoltern am Albis,N,Zurich,Project & Application (m / w)
IT,Vertriebsmitarbeiter für ERP-Software m/w/d,Industrial Application Software GmbH,Altendorf,N,Schwyz,Sales representative for ERP software m / f / d
IT,ERP-Consultant with background in economy m/w/d,Industrial Application Software GmbH,Altendorf,N,Schwyz,ERP-Consultant with background in economy m/w/d
IT,Middleware Engineer (w/m),Raiffeisen Gruppe,Arbeitsort St. Gallen,N,Saint Gallen,Middleware Engineer (w / m)
IT,ERP-SUPPORTER (M/W),OPAG Informatik AG,Arlesheim,N,Basel,ERP SUPPORTER (M / F)
IT,Projektleiter/in (Jun.) Business Projects (80-100%) und Applikationsmanager,Kelly Services,Av. Edouard-Dubois 20,N,Neuchâtel,Project Manager / in (June) Business Projects (80-100%) and Application Manager
IT,Global IT System Integration Manager (m/f) 100%,Medela AG,Baar,N,Zug,Global IT System Integration (m / f) 100%
IT,"Angular Web Developer, 6 Month Contract, Baden",The Stamford Group AG,Baden,N,Aargau,"Angular Web Developer, 6 Month Contract, Baden"
IT,Expert Network Engineer,Avectris AG,Baden,N,Aargau,Expert Network Engineer
IT,Partner Manager,Avectris AG,Baden,N,Aargau,partner Manager
IT,SAP CRM Lead,Avectris AG,Baden,N,Aargau,SAP CRM Lead
IT,SAP IDEX/EDM Lead,Avectris AG,Baden,N,Aargau,SAP IDEX / EDM Lead
IT,SAP Utilities Lead (IS-U),Avectris AG,Baden,N,Aargau,SAP Utilities Lead (IS-U)
IT,Senior Consultant SAP for Utilities FI-CA,Avectris AG,Baden,N,Aargau,Senior Consultant SAP for Utilities FICA
IT,App Engineer (Application Developer / Business Analyst Trading and Asset Management),Bank J. Safra Sarasin AG,Basel,N,Basel,App Engineer (Application Developer / Business Analyst Trading and Asset Management)
IT,CRM Manager,MCH Group AG,Basel,N,Basel,CRM Manager
IT,Data Analyst/-Scientist,MCH Group AG,Basel,N,Basel,Data Analyst / -Scientist
IT,Digital Product Owner,MCH Group AG,Basel,N,Basel,Digital Product Owner
IT,ICT Architect (100 %),Bank CIC (Schweiz) AG,Basel,N,Basel,ICT Architect (100%)
IT,ICT Security- / Netzwerkspezialist (100 %),Bank CIC (Schweiz) AG,Basel,N,Basel,ICT security / network specialist (100%)
IT,Java Engineer w/m (Back- und Frontend),a & u Kaderberatung AG,Basel,N,Basel,Java Engineer w / m (back- and front-end)
IT,Java Supporter / Entwickler,Aequor Consulting GmbH,Basel,N,Basel,Java Supporter / Developer
IT,Junior Data Modeler MES (m/f),Datalynx AG,Basel,N,Basel,Junior Data Modeler MES (m / f)
IT,Junior Mediamatiker oder Webpublisher 20-50% m/w (Joomla & WordPress),Masterhomepage GmbH,Basel,N,Basel,Junior Mediamatiker or Webpublisher 20-50% w / w (Joomla & Wordpress)
IT,PHP Backend Developer (m/w),BackOffice AG,Basel,N,Basel,PHP backend Developer (m / f)
IT,Projektleiter/in IT Infrastruktur 100%,WIR Bank Genossenschaft,Basel,N,Basel,Project Manager / IT infrastructure 100%
IT,SAP SCM Inhouse Consultant (m/f/x),Oettinger Davidoff AG,Basel,N,Basel,SAP SCM house consultant (m / f / x)
IT,Senior IT-Tester (w/m),Unicada AG,Basel,N,Basel,Senior IT Tester (m / f)
IT,ServiceNow Architect / Transition Manager,TechMahindra,Basel,N,Basel,ServiceNow Architect / Transition Manager
IT,Software Engineer Java (m/w),Prevo-System AG,Basel,N,Basel,Software Engineer Java (m / w)
IT,Software Entwickler/Engineer (m/w) 100% - professional/senior,evado gmbh,Basel,N,Basel,Software Developer / Engineer (m / w) 100% - professional / senior
IT,Validation Lead (m/f),Datalynx AG,Basel,N,Basel,Validation Lead (m / f)
IT,MDM SUPPORTER,execure ag,Basel BS,N,Basel,MDM SUPPORTER
IT,PROGRAMMER,execure ag,Basel BS,N,Basel,PROGRAMMER
IT,UX Designer / Applikation Engineer mit Projektleitungserfahrung (m/w) 80-100 % [Ref: 1321],Freestar-Informatik AG,Baselland,N,Basel,UX designer / engineer with project management application experience (m / w) 80-100% [Ref 1321]
IT,Solution Architect (w/m),Die Schweizerische Post,Bellinzona,N,Ticino,Solution Architect (f / m)
IT,Network/System-Engineer 100% (w/m),MST Systemtechnik AG,Belp,N,Bern,Network / System Engineer 100% (w / w)
IT,Account Manager / Sales Cyber Security 100%,United Security Providers AG,Bern,N,Bern,Account Manager / Sales Cyber ​​Security 100%
IT,Applikation Engineer,Harvey Nash AG,Bern,N,Bern,application Engineer
IT,Applikationsentwickler Fullstack oder Backend 80-100% (m/w/d),Hays (Schweiz) AG,Bern,N,Bern,Application developers full stack or backend 80-100% (w / w / d)
IT,ApplikationsentwicklerIn 80-100%,Wistar Informatik AG,Bern,N,Bern,ApplikationsentwicklerIn 80-100%
IT,"Berufsbildner Webentwicklung, UX Design m/w (80% - 100%)",ICT Berufsbildungscenter AG,Bern,N,Bern,"Vocational trainer web development, UX Design m / w (80% - 100%)"
IT,Business Process Specialist Stammdaten SAP MDG (m/w),Die Schweizerische Post,Bern,N,Bern,Business Process Specialist Master Data SAP MDG (m / f)
IT,Camunda BPM Consultant,UMB AG,Bern,N,Bern,Camunda BPM Consultant
IT,Consultant (m/w/d) Enterprise Architecture Management,MID GmbH,Bern,N,Bern,Consultant (m / w / d) Enterprise Architecture Management
IT,Controller und Projektleiter,"Urs Ledermann & Partner AG, Bern",Bern,N,Bern,Controller project and
IT,Customer Relationship Manager (80%),Feusi Bildungszentrum,Bern,N,Bern,Customer Relationship Manager (80%)
IT,Data Analyst,Comfone AG,Bern,N,Bern,Data analyst
IT,"Data-Analyst / Wissenschaftliche Assistenz, 80-100 %",Swisstransplant,Bern,N,Bern,"Data Analyst / Research assistance, 80-100%"
IT,Development Test Engineer 80 - 100% (m/w),Comlab AG,Bern,N,Bern,Development Test Engineer 80-100% (w / w)
IT,Embedded Software Engineer (m/w),adesso Schweiz AG,Bern,N,Bern,Embedded Software Engineer (m / f)
IT,Enterprise Security Architect (m/w),Die Schweizerische Post,Bern,N,Bern,Enterprise Security Architect (m / w)
IT,ERP Lead Developer / DevOps 80-100% (w/m),p3b AG,Bern,N,Bern,ERP Lead Developer / DevOps 80-100% (w / m)
IT,ERP Lead Developer / DevOps 80-100% (w/m),p3b AG,Bern,N,Bern,ERP Lead Developer / DevOps 80-100% (w / m)
IT,ERP-/CRM-/DYNAMICS-CONSULTANT (m/w),mühlemann IT-personal ag,Bern,N,Bern,ERP / CRM / DYNAMICS CONSULTANT (m / w)
IT,ETL developer with focus on Oracle PL/SQL,ITech Consult AG,Bern,N,Bern,ETL developer with focus on Oracle PL / SQL
IT,"Fachspezialist/in Web, IT, GIS und Content 80%",Stiftung SchweizMobil,Bern,N,Bern,"Specialist / in Web, IT, GIS and content 80%"
IT,Frontend Software Engineer,AdNovum Informatik AG,Bern,N,Bern,Frontend Software Engineer
IT,Fullstack EntwicklerIn 80 - 100% (m/w),Wistar Informatik AG,Bern,N,Bern,Full stack EntwicklerIn 80-100% (w / w)
IT,ICT Process Manager (w/m),Die Schweizerische Post,Bern,N,Bern,ICT Process Manager (m / f)
IT,INHOUSE ICT SECURITY CONSULTANT (m/w),mühlemann IT-personal ag,Bern,N,Bern,INHOUSE ICT security consultant (m / f)
IT,IPX Signalling Engineer 100%,Comfone AG,Bern,N,Bern,IPX Signaling Engineer 100%
IT,IT Business Analyst - Bern (m/w),yellowshark AG,Bern,N,Bern,IT Business Analyst - Bern (m / f)
IT,IT Projekt Manager Datenaustausch (m/w) 100%,yellowshark AG,Bern,N,Bern,IT Project Manager Data Exchange (m / w) 100%
IT,IT System und Network Engineers,swisselect ag,Bern,N,Bern,IT System and Network Engineers
IT,Java Developer,Sopra Steria AG,Bern,N,Bern,Java Developer
IT,Junior - Fachspezialist Automatisierung / Intralogistik (M/W),Die Schweizerische Post,Bern,N,Bern,Junior - Specialist Automation / intralogistics (M / F)
IT,Junior/Mittelstufe/Senior Radio Network Engineer,cirrus44 GmbH,Bern,N,Bern,Junior / Intermediate / Senior Radio Network Engineer
IT,Junior/Mittelstufe/Senior Radio Network Engineer,cirrus44 GmbH,Bern,N,Bern,Junior / Intermediate / Senior Radio Network Engineer
IT,Junior/Mittelstufe/Senior Radio Network Engineer,cirrus44 GmbH,Bern,N,Bern,Junior / Intermediate / Senior Radio Network Engineer
IT,Lead Expert Java,ERNI Schweiz AG,Bern,N,Bern,Lead Expert Java
IT,Mitarbeiter Fieldservice (m/w) 100%,Alteco Informatik AG,Bern,N,Bern,Staff Field Service (m / w) 100%
IT,Network Security Operator (Junior) 60 bis 100%,United Security Providers AG,Bern,N,Bern,Security Network Operator (Junior) 60 to 100%
IT,Network Support - LAN/WAN,RM IT Professional Resources AG,Bern,N,Bern,Network Support - LAN / WAN
IT,Platform Engineer Container Technologies - Bereich Digital & Innovation (m/w),adesso Schweiz AG,Bern,N,Bern,Platform Engineer Container Technologies - the Digital & Innovation (m / f)
IT,Product-Manager IT und Teamleiter (fachlich),"Urs Ledermann & Partner AG, Bern",Bern,N,Bern,Product Manager IT and team leader (technical)
IT,Professional Software Engineer in Java/Web-Applikationen,Noser Engineering AG,Bern,N,Bern,Professional Software Engineer in Java / Web applications
IT,Programmierer oder Junior-Analyst quantitative Aktienbewertungsmodelle (m/w) 80 - 100 %,Valiant Bank AG,Bern,N,Bern,Junior programmer or analyst quantitative stock valuation models (m / w) 80-100%
IT,Projektleiter/in Public 80-100%,AKROS AG,Bern,N,Bern,Project Manager / Public in 80-100%
IT,React Developer,Comfone AG,Bern,N,Bern,React Developer
IT,Release- und Testmanager (w/m) 80-100%,p3b ag,Bern,N,Bern,Release and Test Manager (w / w) 80-100%
IT,Requirements Engineer (m/w/d) 80-100%,Identitas AG,Bern,N,Bern,Requirements Engineer (m / w / d) 80-100%
IT,SAP Solution Manager Spezialist,ITech Consult AG,Bern,N,Bern,SAP Solution Manager Specialist
IT,Scrum Master (m/w),Die Schweizerische Post,Bern,N,Bern,Scrum Master (m / w)
IT,Semantic Web Consultant,Trivadis AG,Bern,N,Bern,Semantic Web Consultant
IT,Senior Fullstack SW Developer (m/w) - Projekteinsatz,yellowshark,Bern,N,Bern,Senior Full Stack SW Developer (m / f) - project work
IT,Senior Risikomanager IT m/w/d (80-100%),Eidgenössische Finanzmarktaufsicht FINMA,Bern,N,Bern,Senior Risk Manager IT m / w / d (80-100%)
IT,Senior Risikomanager IT m/w/d (80-100%),Eidgenössische Finanzmarktaufsicht FINMA,Bern,N,Bern,Senior Risk Manager IT m / w / d (80-100%)
IT,Senior Software Engineer (m/f) @ IBM CIC,IBM Client Innovation Center Switzerland,Bern,N,Bern,Engineer (m / f) @ IBM CIC Senior Software
IT,Senior Software Engineer Java,ERNI Schweiz AG,Bern,N,Bern,Senior Software Engineer Java
IT,Senior Software Engineer JVM,Unic AG,Bern,N,Bern,Senior Software Engineer JVM
IT,SENIOR SYSTEM ENGINEER AZURE (m/w),mühlemann IT-personal ag,Bern,N,Bern,SENIOR SYSTEM ENGINEER AZURE (m / w)
IT,Senior Technical Consultant (m/w) 100%,yellowshark AG,Bern,N,Bern,Senior Technical Consultant (m / w) 100%
IT,Service Manager GEVER-System,Kanton Bern,Bern,N,Bern,Service Manager GEVER System
IT,Software Engineer - Applications,RUAG,Bern,N,Bern,Software Engineer - Applications
IT,Software Engineer 80 bis 100%,United Security Providers AG,Bern,N,Bern,Software Engineer 80 to 100%
IT,Software Engineer JAVA/JEE 80-100%,AKROS AG,Bern,N,Bern,Software Engineer JAVA / JEE 80-100%
IT,Software Entwickler JVM / Web Systeme,Unic AG,Bern,N,Bern,Software developers JVM / Web Systems
IT,Software Entwickler JVM / Web Systeme,Unic AG,Bern,N,Bern,Software developers JVM / Web Systems
IT,SQL / Sybase Datenbank-Spezialist/in,Universität Bern,Bern,N,Bern,SQL / Sybase database specialist / in
IT,SQL / Sybase Datenbank-Spezialist/in 80-100%,ProfiLogic AG,Bern,N,Bern,SQL / Sybase database specialist / in 80-100%
IT,Test Automation Engineer,The Stamford Group AG,Bern,N,Bern,Test Automation Engineer
IT,Verantwortungsvollen MS SQL-Datenbank Spezialisten (m/w) in Bern,Mathys & Scheitlin AG,Bern,N,Bern,Responsible MS SQL database specialists (m / w) in Bern
IT,Testautomation Engineer (m/f),Robert Walters Finance & Accounting,Bern area,N,Bern,Test Automation Engineer (m / f)
IT,Test Automation Engineer 80-100%,AKROS AG,Bern oder Biel,N,Bern,Test Automation Engineer 80-100%
IT,DÉVELOPPEUR BACKEND .NET,Randstad (Schweiz) AG,Berne,N,Bern,.NET DEVELOPER BACKEND
IT,DÉVELOPPEUR BACKEND .NET,Randstad (Schweiz) AG,Berne,N,Bern,.NET DEVELOPER BACKEND
IT,DÉVELOPPEUR BACKEND .NET,Randstad (Schweiz) AG,Berne,N,Bern,.NET DEVELOPER BACKEND
IT,Payroll/HR-Spezialist für ERP-Beratung (w/m) 80-100%,p4b ag,Berner Seeland,N,Bern,Payroll / HR Specialist for ERP consulting (w / m) 80-100%
IT,Java Software Engineer Debit Online,SIX Payment Services AG,Biel,N,Bern,Java Software Engineer Debit Online
IT,Scrum Master,SIX Payment Services AG,Biel,N,Bern,Scrum Master
IT,IT Digital Services Project Leader 100% (F/M),Swatch AG,Biel/Bienne,N,Bern,IT Digital Services Project Leader 100% (F / M)
IT,System- und Netzwerkspezialist (m/w),yellowshark AG,Biel/Bienne,N,Bern,System and network specialist (m / f)
IT,System-Ingenieur (m/w) 100% - Ingénieur système (h/f) 100%,Energie Service Biel/Bienne,Bienne,N,Bern,System-Ingenieur (w / w) 100% - System Engineer (m / f) 100%
IT,Settlement Specialist,Avaloq Evolution AG,Bioggo,N,Ticino,Settlement Specialist
IT,ICT-Supporter/Systemadministrator,ProtecData AG,Boswil,N,Aargau,ICT Supporter / System Administrator
IT,Informatiker (w/m/d) zur Projektumsetzung & Mitarbeit im IT-Support-Team (international),TRUMPF Schweiz AG,Bottighofen,N,Thurgau,Computer (w / m / d) for the project implementation and cooperation in the IT support team (international)
IT,Grafiker 50 – 60% (m/w),Art of Work Personalberatung AG,Brugg,N,Aargau,Grafiker 50 - 60% (m / m)
IT,Controls Commissioning Engineer (m/w/d),Swisslog,Buchs AG,N,Aargau,Controls Commissioning Engineer (m / w / d)
IT,Java EE Software Engineer,Swisslog,Buchs AG,N,Aargau,Java EE Software Engineer
IT,Lead Developer - Fullstack C# m/w - SICK System Engineering AG Buochs,SICK System Engineering AG,Buochs,N,Nidwalden,Lead Developer - full stack C # m / w - SICK System Engineering AG Buochs
IT,PHP Web-Entwickler*in,Intersim AG,Burgdorf,N,Bern,PHP web developer in *
IT,PHP Web-Entwickler*in TYPO3,Intersim AG,Burgdorf,N,Bern,PHP web developer * in TYPO3
IT,"Web & Mobile Frontend Entwickler*in (JavaScript, HTML5, SCSS)",Intersim AG,Burgdorf,N,Bern,"Web & Mobile Frontend Developer * in (JavaScript, HTML5, SCSS)"
IT,Développeur d'applications junior,NoData,Carouge,N,Geneva,Junior Application Developer
IT,DMP Junior Specialist,Isobar,Carouge,N,Geneva,DMP Junior Specialist
IT,Embedded Apllication Software Engineer,ID Quantique SA,Carouge,N,Geneva,Embedded Software Engineer Apllication
IT,Intégrateur Archibus,QIM info,Carouge,N,Geneva,Archibus integrator
IT,Salesforce Marketing Cloud Consultant,Isobar,Carouge,N,Geneva,Salesforce Marketing Cloud Consultant
IT,Applicationmanager Customer Identity and Access (m/w),AMAG Group,Cham,N,Zug,Application Manager Customer Identity and Access (m / f)
IT,Applikation Consultant EWM (m/w),AMAG Group,Cham,N,Zug,Application Consultant EWM (m / w)
IT,Data Specialist Parts Sales (m/w),AMAG Group,Cham,N,Zug,Data Specialist Parts Sales (m / f)
IT,"ICT System Specialist, 100%, Chur",Würth ITensis,Chur,N,Graubünden,"ICT System Specialist, 100%, Chur"
IT,"SAP ERP / EWM ABAP Entwickler, 100%, Chur",Würth ITensis,Chur,N,Graubünden,"SAP ERP / EWM ABAP developers 100%, Chur"
IT,Développeur confirmé C# (WPF),Opale Solutions SA,Cologny,N,Geneva,Developer confirmed C # (WPF)
IT,Ingénieur en développement Microsoft .NET,Swiss Timing,Corgemont,N,Bern,Microsoft .NET Development Engineer
IT,Développeur Software (Machines),Petitpierre SA,Cortaillod,N,Neuchâtel,Software Developer (Machinery)
IT,Agile Softwareentwickler für die Industrie von morgen - C++ / C#,yellowshark AG,Dietikon,N,Zurich,Agile software developers for the industry of tomorrow - C ++ / C #
IT,Datacenter Solution Sales,Huawei Technologies Switzerland AG,Dübendorf,N,Zurich,Data Center Solution Sales
IT,Junior Network Engineer,Huawei Technologies Switzerland AG,Dübendorf,N,Zurich,Junior Network Engineer
IT,"Network Engineer (m/w) Vollzeit, Festanstellung",NoData,Dübendorf,N,Zurich,"Network Engineer (m / f) full-time, permanent position"
IT,"Consultant(e) ABACUS en gestion des temps et processus RH (F/H), 80-100%",Direction régionale Suisse Romande,Epalinges,N,Vaud,"Consultant (e) ABACUS in time management and HR processes (F / O), 80-100%"
IT,Intégrateur SIG,NoData,Founex,N,Vaud,SIG integrator
IT,Wir suchen eine/-n neue/-n IT-Leiter/in für den Standort Freiburg.,ER Consulting,Freiburg,N,Fribourg,We are looking for a / n new / -n IT Manager / in for the location Freiburg.
IT,Data Quality Analyst - Private Markets Operations,LGT,Freienbach,N,Schwyz,Data Quality Analyst - Private Markets Operations
IT,"Student Support - Data input and filing, Private Markets Financial Operations 60-80%",LGT,Freienbach,N,Schwyz,"Student Support - Data input and filing, Private Markets Financial Operations 60-80%"
IT,Agile Software Project Manager,Syslog Informatique SA,Fribourg,N,Fribourg,Agile Software Project Manager
IT,Berufsfachschullehrer/in für den Informatikunterricht - Ausrichtung: Netzwerke und/oder Systeme (100,Etat de Fribourg,Fribourg,N,Fribourg,Vocational school teachers / in the computer science classes - Orientation: networks and / or systems (100
IT,Business Analyst (80-100%),Etat de Fribourg,Fribourg,N,Fribourg,Business Analyst (80-100%)
IT,.Net full stack software engineer,Helvetica Partners Sàrl,Fribourg Canton,N,Fribourg,.Net full stack software engineer
IT,AEM Technical Architect,Isobar,Geneva,N,Geneva,AEM Technical Architect
IT,Change Management Consultant,NoData,Geneva,N,Geneva,Change Management Consultant
IT,Customer Success Engineer,Randstad (Schweiz) AG,Geneva,N,Geneva,Customer Success Engineer
IT,Requirement and Test Engineer,Randstad (Schweiz) AG,Geneva,N,Geneva,Requirement and Test Engineer
IT,Security Engineer (cloud) - Genève,Randstad (Schweiz) AG,Geneva,N,Geneva,Security Engineer (cloud) - Genève
IT,Tibco Business works 6 Development Engineer,Randstad (Schweiz) AG,Geneva,N,Geneva,Tibco business works 6 Development Engineer
IT,Analyste - Développeur,Proactive Partners SA,Genève,N,Geneva,Analyst Developer
IT,Architecte Poste de travail,Randstad (Schweiz) AG,Genève,N,Geneva,Architect Computer
IT,BI Consultant,ELCA Informatique SA,Genève,N,Geneva,BI Consultant
IT,Business analyst bancaire,NoData,Genève,N,Geneva,Business banking analyst
IT,Chef de projet applicatif sénior,NoData,Genève,N,Geneva,Head senior application project
IT,CRM Specialist - Bilingual French & German,LaFourchette,Genève,N,Geneva,CRM Specialist - Bilingual French & German
IT,Data Miner,WIT PARTNERS SA,Genève,N,Geneva,Data Miner
IT,Delivery Manager,Randstad (Schweiz) AG,Genève,N,Geneva,Delivery Manager
IT,Developpeur Java,ERNI Schweiz AG,Genève,N,Geneva,Java Developer
IT,Développeur Java,AIM Services SA,Genève,N,Geneva,Java developer
IT,Développeur Java,AIM Services SA,Genève,N,Geneva,Java developer
IT,Développeur Java Backend (m/f) 100%,ITech Consult AG,Genève,N,Geneva,Backend Java Developer (m / f) 100%
IT,Développeur Sharepoint & GED,Proactive Partners SA,Genève,N,Geneva,Sharepoint Developer & GED
IT,Manager de programme / Leader en transformation agile,Bechtle Suisse SA,Genève,N,Geneva,Manager program / Leader Agile transformation
IT,OSISOFT PI systems consultant,NoData,Genève,N,Geneva,OSIsoft PI system consultant
IT,Presales Engineer ( System and Network),Helvetica Partners HR Solutions,Genève,N,Geneva,Presales Engineer (System and Network)
IT,Release Train Engineer,skyguide,Genève,N,Geneva,Release Train Engineer
IT,SAP Architect,Randstad (Schweiz) AG,Genève,N,Geneva,SAP Architect
IT,Senior Java Developer,Randstad (Schweiz) AG,Genève,N,Geneva,Senior Java Developer
IT,Senior Microsoft Workstation Architect,S-Gate,Genève,N,Geneva,Senior Microsoft Architect Workstation
IT,Windows System Engineer - SCCM (H/F),WIT PARTNERS SA,Genève,N,Geneva,Windows System Engineer - SCCM (H / F)
IT,Application Analyst / Kubernetes Expert (m/f/d),Hays (Schweiz) AG,Genf,N,Geneva,Application Analyst / Kubernetes Expert (m / f / d)
IT,Développeur WinDev,NoData,Genf,N,Geneva,WinDev developer
IT,DevOps Automation Engineer (m/f/d),Hays (Schweiz) AG,Genf,N,Geneva,DevOps Automation Engineer (m / f / d)
IT,SAP Basis Technologie Spezialist (m/w) 80 - 100%,Somnitec AG,Gerlafingen,N,Solothurn,SAP Basis technology (m / w) 80-100%
IT,Technology Engineer (Project Manager) f/m,cablex AG,Giubiasco,N,Ticino,Technology Engineer (Project Manager) f / m
IT,Ingénieur(e) réseau,Infoteam Informatique Technique,Givisiez,N,Fribourg,Engineer (e) Network
IT,Banking Applications PHP Developer,Swissquote Bank SA,Gland,N,Vaud,Banking Applications PHP Developer
IT,C++ Software Engineer (80-100%),uniqFEED AG,Glattbrugg,N,Zurich,C ++ Software Engineer (80-100%)
IT,Customer Service Engineer / Techniker im Kundendienst,Interxion Schweiz AG,Glattbrugg,N,Zurich,Customer Service Engineer / Technician in customer service
IT,ERP-Spezialist / ABACUS-Spezialist (w/m),Polymed Medical Center,Glattbrugg,N,Zurich,ERP specialist / ABACUS specialist (w / m)
IT,"Java Consultant (80-100%, m/w)",Trivadis AG,Glattbrugg,N,Zurich,"Java Consultant (80-100%, m / f)"
IT,Lead QT/C++ Software Engineer (80-100%),uniqFEED AG,Glattbrugg,N,Zurich,Lead QT / C ++ Software Engineer (80-100%)
IT,Linux System Administrator / Network Engineer (80-100%),uniqFEED AG,Glattbrugg,N,Zurich,Linux System Administrator / Network Engineer (80-100%)
IT,Linux System Administrator / Network Engineer (80-100%),uniqFEED AG,Glattbrugg,N,Zurich,Linux System Administrator / Network Engineer (80-100%)
IT,Linux System Administrator / Network Engineer (80-100%),uniqFEED AG,Glattbrugg,N,Zurich,Linux System Administrator / Network Engineer (80-100%)
IT,Senior Business Intelligence Consultant (m/w),Trivadis AG,Glattbrugg,N,Zurich,Senior Business Intelligence Consultant (m / w)
IT,Mitarbeiter Hotline und Qualitätssicherung (m/w),Imagic Bildverarbeitung AG,Glattbrugg / Kanton Zürich,N,Zurich,Employee Hotline and Quality Assurance (m / f)
IT,System techniker,Blumer Lehmann AG,Gossau,N,Sankt Gallen,system technician
IT,Chef de projet informatique (spécialisé SAEIV),Move UP SA,Grand-Lancy,N,Geneva,IT Project (specializing SAEIV)
IT,Application Manager (w/m/d),Robert Half,Grossraum Zürich,N,Zurich,Application Manager (m / f / d)
IT,Database Specialist (m/w) - Projekteinsatz,yellowshark AG,Grossraum Zürich,N,Zurich,Database Specialist (m / f) - project work
IT,Vertriebsberater ERP und Mobile Lösungen (m/w/d),DP Consulting AG,Grossraum Zürich,N,Zurich,Sales consultant ERP and Mobile solutions (w / w / d)
IT,Testmanager / Testengineer m/w 80 - 100 %,Valiant Bank AG,Gümligen,N,Bern,Test Manager / Test Engineer m / w 80-100%
IT,ICT-Applikationsmanager/-in Sorting Systems,Die Schweizerische Post,Härkingen,N,Solothurn,ICT Application Manager / -in Sorting Systems
IT,Service Manager/-in,Die Schweizerische Post,Härkingen,N,Solothurn,Service Manager / -in
IT,Service Manager/-in,Die Schweizerische Post,Härkingen,N,Solothurn,Service Manager / -in
IT,"Audio-/Video-Techniker (Multimedia-Elektroniker, Elektromonteur, Automatiker)",work-shop Personalmanagement GmbH,Heerbrugg,N,Sankt Gallen,"Audio / video technician (multimedia electronics, electrician, automation engineers)"
IT,SAP Berechtigungsspezialist (m/w),SFS services AG,Heerbrugg,N,Sankt Gallen,SAP authorization (m / w)
IT,C++ developer,IZELEN Sàrl,Homeoffice / Valais,N,Valais,C ++ developer
IT,ERP-Supporter 100% (m/w),shiftR AG,Höri,N,Zurich,ERP Supporter 100% (w / w)
