Description,Employer,Language,Location,Multiple,State,Translation,Category
Cyber Security Engineer w/m,ITRIS Enterprise AG,,Spreitenbach,N,Schwyz,Cyber ​​Security Engineer w / m,IT
Presales Datacenter (m/w),DataStore AG,,Spreitenbach,N,Schwyz,Presales Data Center (m / w),IT
STRATEGIC ACCOUNT MANAGER (m/w),DataStore AG,,Spreitenbach,N,Schwyz,Strategic Account Manager (m / w),IT
Business Analyst Marché Suisse,Compagnie des Montres Longines Francillon SA,,St Imier,N,Bern,Business Analyst Market Switzerland,IT
Applikations-Entwickler Junior (m/w) in St. Gallen,INFOGATE AG,,St. Gallen,N,Sankt Gallen,Application developers Junior (m / w) in St. Gallen,IT
Java Senior Software Engineer 80-100% - St. Gallen,Adcubum AG,,St. Gallen,N,Sankt Gallen,Java Senior Software Engineer 80-100% - St. Gallen,IT
Java Software Engineer im Bereich In-/Exkasso,Adcubum AG,,St. Gallen,N,Sankt Gallen,Java Software Engineer in the collection / disbursement,IT
Junior SAP Basis Administrator,UMB AG,,St. Gallen,N,Sankt Gallen,Junior SAP Basis Administrator,IT
SAP Basis Inhouse Consultant (m/w) SAP,BROMsolutions AG Biel,,St. Gallen,N,Sankt Gallen,SAP Basis house consultant (m / w) SAP,IT
Software Engineer Avaloq (Fokus Anlegen) 80 - 100% (w/m),St.Galler Kantonalbank,,St. Gallen,N,Sankt Gallen,Avaloq Software Engineer (Focus Create) from 80 to 100% (w / w),IT
System- und Application / DevOps Engineer - St. Gallen,Adcubum AG,,St. Gallen,N,Sankt Gallen,System and application / DevOps Engineer - St. Gallen,IT
System- und Application / DevOps Engineer - St. Gallen,Adcubum AG,,St. Gallen,N,Sankt Gallen,System and application / DevOps Engineer - St. Gallen,IT
System- und Application / DevOps Engineer - St. Gallen,Adcubum AG,,St. Gallen,N,Sankt Gallen,System and application / DevOps Engineer - St. Gallen,IT
Software Engineer Java*. 80-100%.,Namics AG,,St.Gallen,N,Sankt Gallen,Software Engineer Java *. 80-100%.,IT
Software Engineer Java*. 80-100%.,Namics AG,,St.Gallen,N,Sankt Gallen,Software Engineer Java *. 80-100%.,IT
Software Engineer Java*. 80-100%.,Namics AG,,St.Gallen,N,Sankt Gallen,Software Engineer Java *. 80-100%.,IT
SPS Software Entwicklungsingenieur (w/m/d) 100%,Freestar-People AG,,St.Gallen Rheintal,N,Sankt Gallen,PLC software development engineer (w / m / d) 100%,IT
ApplikationsentwicklerIn Angular (80-100%),Creative-Job GmbH,,Stadt Zürich,N,Zurich,ApplikationsentwicklerIn Angular (80-100%),IT
IT Application Engineer Banking (w/m),"Universal-Job AG, ADMI Zürich",,Stadt Zürich,N,Zurich,IT Application Engineer Banking (f / m),IT
Senior Cyber Security Consultant,Humanis AG,,Stadt Zürich,N,Zurich,Senior Cyber ​​Security Consultant,IT
TestmanagerIn 80-100%,Creative-Job GmbH,,Stadt Zürich,N,Zurich,Test Manager 80-100%,IT
IT Control Center (100%),job impuls ag,,Stadt Zürich/ Zürichsee,N,Zurich,IT Control Center (100%),IT
Product Manager CRM (m/w/d),Hapimag AG,,Steinhausen,N,Zug,Product Manager CRM (m / w / d),IT
Technical Consultant,gateB AG,,Steinhausen,N,Zug,Technical Consultant,IT
ECM Application Engineer m/w/d,"Mensch und Maschine Schweiz AG, Standort Suhr",,Suhr,N,Aargau,ECM Application Engineer m / f / d,IT
Informatiker / Geoinformatiker (m/w/d) für Infrastruktur & GIS,Mensch und Maschine Schweiz AG,,Suhr,N,Aargau,Computer / Geoinformatiker (m / w / d) of Infrastructure & GIS,IT
Projektleiter/Consultant Qualitätsmanagement-Software (80%),new-win SW Solutions AG,,Suhr,N,Aargau,Project Manager / Consultant Quality Management Software (80%),IT
Vertriebsberater Schwerpunkt Infrastruktur & GIS (m/w/d),Mensch und Maschine Schweiz AG,,Suhr,N,Aargau,Sales consultant focus Infrastructure & GIS (m / w / d),IT
Vertriebsberater Schwerpunkt Infrastruktur & GIS (m/w/d),Mensch und Maschine Schweiz AG,,Suhr,N,Aargau,Sales consultant focus Infrastructure & GIS (m / w / d),IT
Integrations-Spezialist/in,fenaco Informatik,,Sursee,N,Luzern,Integration Specialist / in,IT
Projektleiter/Consultant für SharePoint/Office 365 (m/w) 80 - 100%,IOZ AG,,Sursee,N,Luzern,Project Manager / Consultant for SharePoint / Office 365 (m / w) 80-100%,IT
Quality Assurance Specialist,Bison Schweiz AG,,Sursee,N,Luzern,Quality Assurance Specialist,IT
Quality Assurance Specialist 80-100%,"Universal-Job AG, Luzern",,Sursee,N,Luzern,Quality Assurance Specialist 80-100%,IT
Web-/Frontend-Entwickler digital Workplace,Beetroot AG,,Sursee,N,Luzern,Web / front-end developer Digital Workplace,IT
Full Stack Software Lead Engineer (m/w) 100%,yellowshark AG,,Thalwil,N,Zurich,Full Stack Software Lead Engineer (m / w) 100%,IT
Software-Entwickler .NET (m/w/d) in Thun,Predata AG,,Thun,N,Bern,Software Developer .NET (m / w / d) in Thun,IT
Software-Entwickler .NET (m/w/d) in Thun,Predata AG,,Thun,N,Bern,Software Developer .NET (m / w / d) in Thun,IT
Software Engineer,FINARTIS Group SA,,Tolochenaz,N,Vaud,software Engineer,IT
Senior Webentwickler im Bereich eCommerce (80-100%),haar-shop.ch AG,,Uetendorf,N,Bern,Senior Web Developer in eCommerce (80-100%),IT
Software Entwickler C# m/w,WEY Technology AG,,Unterengstringen,N,Zurich,Software Developer C # m / f,IT
Systemtechniker (m/w),WEY Technology AG,,Unterengstringen,N,Zurich,System (m / w),IT
WEB Entwickler (m/w) 100 %,WEY Technology AG,,Unterengstringen,N,Zurich,WEB Developer (m / w) 100%,IT
Junior XENTIS Consultant 100% (w/m),Profidata,,Urdorf,N,Zurich,Junior XENTIS Consultant 100% (w / w),IT
Network Security System Engineer (w/m),swisspro Solutions AG,,Urdorf,N,Zurich,Network Security System Engineer (m / f),IT
Sachbearbeiter/in Fakturierung und Auftragsverwaltung 60 % (w/m),Profidata,,Urdorf,N,Zurich,Agent / in billing and order management 60% (w / m),IT
Senior Network & Security Engineer (m/w),swisspro Solutions AG,,Urdorf,N,Zurich,Senior Network & Security Engineer (m / f),IT
Application Consultant Payroll und Zeitwirtschaft 80-100%,Careerplus AG,,Urtenen-Schönbühl,N,Bern,Application Consultant Payroll and Time Management 80-100%,IT
Application Consultant Payroll und Zeitwirtschaft 80-100%,Careerplus AG,,Urtenen-Schönbühl,N,Bern,Application Consultant Payroll and Time Management 80-100%,IT
Application Consultant Payroll und Zeitwirtschaft 80-100%,Careerplus AG,,Urtenen-Schönbühl,N,Bern,Application Consultant Payroll and Time Management 80-100%,IT
Application Consultant Payroll und Zeitwirtschaft 80-100%,Careerplus AG,,Urtenen-Schönbühl,N,Bern,Application Consultant Payroll and Time Management 80-100%,IT
Data Manager (m/w),TCS Touring Club Suisse,,Urtenen-Schönbühl,N,Bern,Data Manager (m / f),IT
ERP Business Analyst (Dynamics NAV),IQ PLUS AG,,Uster,N,Zurich,ERP Business Analyst (Dynamics NAV),IT
IT-Controller 80 - 100% (w/m),Liechtensteinische Landesbank,,Vaduz,N,Multiple,IT controller 80 to 100% (w / m),IT
Software Engineer (.NET),VP Bank AG,,Vaduz,N,Multiple,Software Engineer (.NET),IT
Développeur JAVA / REACT (h/f) :,Helvetica Partners HR Solutions,,Valais,N,Valais,Developer JAVA / REACT (m / f):,IT
Ingénieur DevOps JAVA (h/f),Helvetica Partners HR Solutions,,Valais,N,Valais,JAVA DevOps Engineer (m / f),IT
Développeur .NET/Java / Poste fixe,A à Z emplois SA,,Vallée de Tavannes,N,Bern,.NET Developer / Java / Fixed station,IT
Développeur Junior (H/F) / Poste fixe,A à Z emplois SA,,Vallée de Tavannes,N,Bern,Junior Developer (M / F) / Fixed station,IT
Analyste Développeur Java,,,Vaud,N,Vaud,Analyst Java Developer,IT
Architecte Applicatif java,,,Vaud,N,Vaud,Applicatif Java Architect,IT
"Consultant(e) ABACUS, spécialisation digitalisation (F/H), 80-100%",Direction régionale Suisse Romande,,Vaud,N,Vaud,"Consultant (e) ABACUS specialization digitizing (F / O), 80-100%",IT
"Consultant(e) Sénior ABACUS, Spécialisation salaires à 80-100%",Direction régionale Suisse Romande,,Vaud,N,Vaud,Consultant (e) Senior ABACUS wages Specialization 80-100%,IT
Senior Microsoft Workstation Architect,S-Gate,,Vaud,N,Vaud,Senior Microsoft Architect Workstation,IT
Product Manager - Code Quality,SonarSource SA,,Vernier,N,Geneva,Product Manager - Code Quality,IT
Support Applications Engineer,SonarSource SA,,Vernier,N,Geneva,Support Applications Engineer,IT
DevOps Automation Engineer,Fortil,,Versoix,N,Geneva,DevOps Automation Engineer,IT
Software Developer - Geek Swift/c#/Objective C/MSSQL/.Net,,,Vevey,N,Vaud,Software Developer - Geek Swift / c # / Objective C / MSSQL / .Net,IT
Junior Consultant Digitalisierung,Intus Data AG,,Volketswil,N,Zurich,Junior Consultant digitization,IT
Junior Linux System Engineer,UMB AG,,Volketswil,N,Zurich,Junior Linux System Engineer,IT
Senior Oracle Database Engineer,UMB AG,,Volketswil,N,Zurich,Senior Oracle Database Engineer,IT
Technischer Verkäufer im Bereich Audio-Video / ICT,yellowshark AG,,Wädenswil,N,Zurich,Technical sales in audio-video / ICT,IT
Application Manager / Solution Manager (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Application Manager / Solution Manager (m / f),IT
Business Analyst / Requirements Engineer Digital Banking (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Business Analyst / Requirements Engineer Digital Banking (f / m),IT
Business Analyst / Requirements Engineer Digital Banking (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Business Analyst / Requirements Engineer Digital Banking (f / m),IT
Business Analyst / Requirements Engineer Digital Banking (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Business Analyst / Requirements Engineer Digital Banking (f / m),IT
Business Organisator mit Fokus Output-Management (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Business organizer with focus Output Management (w / m),IT
Business Organisator mit Fokus Output-Management (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Business organizer with focus Output Management (w / m),IT
Business Organisator mit Fokus Output-Management (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Business organizer with focus Output Management (w / m),IT
Business Organisator mit Fokus Output-Management (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Business organizer with focus Output Management (w / m),IT
Business Organisator mit Fokus Output-Management (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Business organizer with focus Output Management (w / m),IT
Business Organisator mit Fokus Output-Management (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Business organizer with focus Output Management (w / m),IT
Enterprise and E2E Solution Architect,UPC Schweiz GmbH,,Wallisellen,N,Zurich,Enterprise and E2E Solution Architect,IT
Enterprise and E2E Solution Architect,UPC Schweiz GmbH,,Wallisellen,N,Zurich,Enterprise and E2E Solution Architect,IT
Enterprise and E2E Solution Architect,UPC Schweiz GmbH,,Wallisellen,N,Zurich,Enterprise and E2E Solution Architect,IT
HCM Manager (w/m) 100%,Implenia Schweiz AG,,Wallisellen,N,Zurich,HCM Manager (w / m) 100%,IT
Project Manager ECM (m/w) 80-100%,yellowshark AG,,Wallisellen,N,Zurich,Project Manager ECM (m / w) 80-100%,IT
Project Manager ECM (m/w) 80-100%,yellowshark AG,,Wallisellen,N,Zurich,Project Manager ECM (m / w) 80-100%,IT
SAP BW & SEM BCS Spezialist,UPC Schweiz GmbH,,Wallisellen,N,Zurich,SAP BW & SEM BCS specialist,IT
SAP FI/CO & BW Spezialist,UPC Schweiz GmbH,,Wallisellen,N,Zurich,SAP FI / CO BW specialist,IT
"SAP MM, SRM & ARIBA Spezialist",UPC Schweiz GmbH,,Wallisellen,N,Zurich,"SAP MM, SRM & ARIBA specialist",IT
SAP technischer Projektleiter / Integration Manager,UPC Schweiz GmbH,,Wallisellen,N,Zurich,SAP Technical Project Manager / Integration Manager,IT
Senior Network Security Engineer,UPC Schweiz GmbH,,Wallisellen,N,Zurich,Senior Network Security Engineer,IT
Software Solution Architect (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Software Solution Architect (f / m),IT
Teamleiter Release- & Umgebungsmanagement (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Team leader release area Management (w / m),IT
Tester (w/m),Migros Bank AG,,Wallisellen,N,Zurich,Tester (w / m),IT
IT Infrastructure Operations Specialist,MSD Merck Sharp & Dohme AG,,Werthenstein,N,Luzern,IT Infrastructure Operations Specialist,IT
Senior Full Stack Developer (m/w/d),JoinVision E-Services GmbH,,Wien,N,Vienna,Senior Full Stack Developer (m / w / d),IT
Senior Software System Engineer (m/w/d),JoinVision E-Services GmbH,,Wien,N,Vienna,Senior Software Systems Engineer (m / w / d),IT
Senior Projektleiter Applikations & ERP (m/w),yellowshark AG,,Wil SG,N,Sankt Gallen,Senior Project Manager Application & ERP (m / w),IT
Developer in Business Process Management (w/m/d),AXA,,Winterthur,N,Zurich,Developer in Business Process Management (w / m / d),IT
DWH Entwickler,Nordwand Group AG,,Winterthur,N,Zurich,DWH developers,IT
Einkäufer IT-Software,Harvey Nash AG,,Winterthur,N,Zurich,Purchasing IT software,IT
Informatik: MS Dynamics NAV Spezialist 80-100%,Doppelleu Boxer AG,,Winterthur,N,Zurich,Computer science: MS Dynamics NAV Specialist 80-100%,IT
Ingenieure (m/w) in Informatik oder Informationstechnologie als Wissenschaftliche Assistierende,ZHAW,,Winterthur,N,Zurich,Engineers (m / w) in computer science and information technology as research assistants,IT
Junior IT Projektleiter (m/w),Consult & Pepper AG,,Winterthur,N,Zurich,Junior IT Project Manager (m / f),IT
Lead Software Engineer,Cimpress Technology,,Winterthur,N,Zurich,Lead Software Engineer,IT
Senior Network Engineer,ZHAW,,Winterthur,N,Zurich,Senior Network Engineer,IT
Software Engineer I,Cimpress Technology,,Winterthur,N,Zurich,Software Engineer I,IT
Software Engineer II,Cimpress Technology,,Winterthur,N,Zurich,Software Engineer II,IT
Software-Architekt/in ServiceNow,fenaco Informatik,,Winterthur,N,Zurich,Software architect / in ServiceNow,IT
Software-Entwickler/in ServiceNow,fenaco Informatik,,Winterthur,N,Zurich,Software Developer / in ServiceNow,IT
Software-Entwickler/in ServiceNow,fenaco Informatik,,Winterthur,N,Zurich,Software Developer / in ServiceNow,IT
Frontend Entwickler (80-100%),Metades The Growing Squares GmbH,,Wolfhausen,N,Zurich,Front End Developer (80-100%),IT
UX-Designer mit Entwicklungserfahrung (m/w),Art of Work Personalberatung AG,,Wolfhausen,N,Zurich,UX designer with development experience (m / f),IT
"IT System Engineer (100%, w/m/d)",F24 Schweiz AG,,Wollerau,N,Schwyz,"IT System Engineer (100%, w / m / d)",IT
Betriebsinformatiker/in / ICT-Supporter/in (80 - 100 %),Regionalverkehr Bern-Solothurn,,Worblaufen,N,Bern,Computer operating / in / ICT Supporter / in (80 - 100%),IT
Projekt leiter ICT with background in economy (80 - 100 %),Regionalverkehr Bern-Solothurn,,Worblaufen,N,Bern,ICT project manager with background in economy (80 - 100%),IT
Cloud Engineer Google G Suite 100% (w/m),Ringier AG,,Zofingen,N,Aargau,Cloud Engineer Google G Suite 100% (w / w),IT
.net C# Entwickler/-in,Die Schweizerische Post,,Zollikofen,N,Bern,.net C # developer / -in,IT
CI/CD-Engineer (m/w),Die Schweizerische Post,,Zollikofen,N,Bern,CI / CD-Engineer (m / f),IT
Full Stack Java Software Engineer (m/w),Die Schweizerische Post,,Zollikofen,N,Bern,Full Stack Java Software Engineer (m / f),IT
ICT - Business Analyst & Support,UCC COFFEE SWITZERLAND AG,,Zollikofen,N,Bern,ICT - Business Analyst & Support,IT
"ICT Projektleiter, System Spezialist m/w",Securitas AG,,Zollikofen,N,Bern,"ICT project, a system specialist m / w",IT
Java Software Entwickler m/w 80-100 %,Securiton AG,,Zollikofen,N,Bern,Java software developer m / f 80-100%,IT
Netzwerk Spezialist/-in Cisco ACI und Automatisierung,Die Schweizerische Post,,Zollikofen,N,Bern,Network Specialist / -in Cisco ACI and automation,IT
Software Entwicklungsingenieur C# / .NET Core m/w 80-100 %,Securiton AG,,Zollikofen,N,Bern,Software Development Engineer C # / .NET Core m / f 80-100%,IT
.NET Software Engineer 80-100%,Xovis AG,,Zollikofen/Bern,N,Bern,.NET Software Engineer 80-100%,IT
Junior Test Engineer 80-100%,Xovis AG,,Zollikofen/Bern,N,Bern,Junior Test Engineer 80-100%,IT
"Cloud Security Engineer, 80%-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Cloud Security Engineer, 80% -100% (w / m)",IT
"Cyber CSIRT Engineer, 80%-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Cyber ​​CSIRT Engineer, 80% -100% (w / m)",IT
"Cyber Security Architect, 80%-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Cyber ​​security architect, 80% -100% (w / m)",IT
"Cyber Security Consultant, 80%-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Cyber ​​security consultant, 80% -100% (w / m)",IT
"Cyber Security Engineer, 80%-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Cyber ​​Security Engineer, 80% -100% (w / m)",IT
"ICS (OT) Security Expert, 80-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"ICS (OT) Security Expert, 80-100% (w / m)",IT
"IT-Security Projektleiter, 80% - 100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"IT Security Project, 80% - 100% (w / w)",IT
"Java Software Engineer (m/w), 100%",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Java Software Engineer (m / w), 100%",IT
"Microsoft System Engineer / Architect (m/w), 100%",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Microsoft System Engineer / Architect (m / w), 100%",IT
"Microsoft System Engineer, 80%-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Microsoft System Engineer, 80% -100% (w / m)",IT
"Network Engineer, 80%-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Network Engineer, 80% -100% (w / m)",IT
"SAP Basis Engineer (w/m), 100%",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"SAP Basis Engineer (w / m), 100%",IT
"Service Delivery Manager, 80-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Service Delivery Manager, 80-100% (w / w)",IT
"SIEM Security Engineer, 80%-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"SIEM Security Engineer, 80% -100% (w / m)",IT
"Splunk Engineer & Architect, 100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"Splunk Engineer & Architect, 100% (w / w)",IT
"WAF/IAM Security Engineer, 80%-100% (w/m)",T-Systems Schweiz AG,,Zollikofen-Bern,N,Bern,"WAF / IAM Security Engineer, 80% -100% (w / m)",IT
(Senior) System Engineer (m/w),Zuger Kantonalbank,,Zug,N,Zug,(Senior) System Engineer (m / f),IT
Development Engineer,workforce.ch,,Zug,N,Zug,Development Engineer,IT
IT-Projektleiter mit ERP-Erfahrung (m/w),Art of Work Personalberatung AG,,Zug,N,Zug,IT Project Manager with ERP experience (m / f),IT
Network Engineer / Consultant (m/w),DELIGO AG,,Zug,N,Zug,Network Engineer / Consultant (m / w),IT
Senior Java Software Engineer,GSCF Ltd.,,Zug,N,Zug,Senior Java Software Engineer,IT
Stellvertretender Leiter IT Infrastructure & Security,GSCF Ltd.,,Zug,N,Zug,Deputy Head of IT Infrastructure & Security,IT
Informatiker,"Joker Personal AG, Löwenstrasse, Zürich",,Zürcher Oberland,N,Zurich,computer scientist,IT
(Senior) Integration Engineer 80-100%,Zurich Insurance Company,,Zurich,N,Zurich,(Senior) Integration Engineer 80-100%,IT
"C#/BI Developer, 12 Months Contract, Zürich, Finance",The Stamford Group AG,,Zurich,N,Zurich,"C # / BI Developer, 12 Months Contract, Zurich, Finance",IT
Calypso Software Engineer (DevOps),SIX,,Zurich,N,Zurich,Calypso Software Engineer (DevOps),IT
Computer Vision Engineer (Oculus),Facebook,,Zurich,N,Zurich,Computer Vision Engineer (Oculus),IT
Consultant / Senior Consultant - IT & Digital Advisory - Financial Services EMEIA FSO,EY,,Zurich,N,Zurich,Consultant / Senior Consultant - IT & Digital Advisory - Financial Services EMEIA FSO,IT
"Consultant / Senior Consultant im Bereich Identity und Access Management (IAM) & Governance, Risk un",EY,,Zurich,N,Zurich,"Consultant / Senior Consultant un in the Identity and Access Management (IAM) and governance, risk",IT
Database Engineer,Swisslinx,,Zurich,N,Zurich,Database Engineer,IT
Head SAP CRM,SIX,,Zurich,N,Zurich,Head SAP CRM,IT
IT Business Architect,UBS AG,,Zurich,N,Zurich,IT Business Architect,IT
IT Risk Manager,Swisslinx,,Zurich,N,Zurich,IT Risk Manager,IT
Java Software Engineer / DevOps,SIX,,Zurich,N,Zurich,Java Software Engineer / DevOps,IT
Junior Software Developer C# (80 - 100%),Systemorph AG,,Zurich,N,Zurich,Junior Software Developer C # (80 - 100%),IT
QA Automation Specialist,Swisslinx,,Zurich,N,Zurich,QA Automation Specialist,IT
QA Tester Lead,Atyeti Inc.,,Zurich,N,Zurich,QA Tester Lead,IT
QA Tester Lead,Atyeti Inc.,,Zurich,N,Zurich,QA Tester Lead,IT
"Senior Consultant - Cybersecurity Advisory Services team / EMEIA Financial Services - Zurich, Bern o",EY,,Zurich,N,Zurich,"Senior Consultant - Cyber ​​Security Advisory Services team / EMEIA Financial Services - Zurich, Bern o",IT
"Senior Data Engineer (m/f), 80-100%",UBS AG,,Zurich,N,Zurich,"Senior Engineer Data (m / f), 80-100%",IT
ServiceNow Consultant and/or Senior Consultant,SCS Schnittker Consulting Sàrl,,Zurich,N,Zurich,ServiceNow Consultant and / or Senior Consultant,IT
Software Engineer (100%),Cembra Money Bank,,Zurich,N,Zurich,Software Engineer (100%),IT
Software Engineer (Oculus),Facebook,,Zurich,N,Zurich,Software Engineer (Oculus),IT
Solutions Engineer,The Cloud Masters,,Zurich,N,Zurich,Solutions Engineer,IT
Technical Security Officer,Swisslinx,,Zurich,N,Zurich,Technical Security Officer,IT
Web Developer,ETH Zürich,,Zurich,N,Zurich,Web Developer,IT
.NET-Entwickler,Stellenwerk AG,,Zürich,N,Zurich,.NET developers,IT
.NET/Sitecore Entwickler (m/w) 80-100%,Zurich Insurance Company,,Zürich,N,Zurich,.NET / Sitecore Developer (m / w) 80-100%,IT
(Junior) Projektleiter ERP-Software (m/w),yellowshark AG,,Zürich,N,Zurich,(Junior) Project Manager ERP Software (m / w),IT
(Senior) Consultant SAP FI/CO (80-100%),emineo Informatik AG,,Zürich,N,Zurich,(Senior) Consultant SAP FI / CO (80-100%),IT
(Senior) Functional Consultant Dynamics 365 FO (AX),ELCA Informatik AG,,Zürich,N,Zurich,(Senior) Consultant Functional Dynamics 365 FO (AX),IT
> Business Intelligence Consultant für 3 Monate mit Option auf Verlängerung gesucht!,Universal-Job AG,,Zürich,N,Zurich,> Business Intelligence Consultant sought for 3 months with an option to extend!,IT
>BI Consultant für 3 Monate (Migration von SSRS-/Tabelau-Berichte ind SAP BO),Universal-Job AG,,Zürich,N,Zurich,> BI Consultant for 3 months (migrating SSRS / Tabelau reports ind SAP BO),IT
Agile Test Software-Engineer (m/w) 100%,yellowshark AG,,Zürich,N,Zurich,Agile Test Software Engineer (m / w) 100%,IT
Agiler Software Engineer,SIX Payment Services AG,,Zürich,N,Zurich,Agile Software Engineer,IT
Analytics Analyst,ProfiLogic AG,,Zürich,N,Zurich,Analytics analyst,IT
"Angular Web Developer, 10 Monate Contract, Zürich,Finanzbereich",The Stamford Group AG,,Zürich,N,Zurich,"Angular Web Developer, 10 months Contract, Zurich, financial sector",IT
API Specialist & Integration Engineer 80-100%,Vontobel,,Zürich,N,Zurich,API Specialist & Integration Engineer 80-100%,IT
API Specialist & Integration Engineer 80-100%,Vontobel,,Zürich,N,Zurich,API Specialist & Integration Engineer 80-100%,IT
Application Manager eBanking,Pro Informatik GmbH,,Zürich,N,Zurich,Application Manager eBanking,IT
Applikations-Entwickler/in im Bereich Identity & Access Management,Zürcher Kantonalbank,,Zürich,N,Zurich,Application Developer / in in the area of ​​Identity & Access Management,IT
Applikations-Entwickler/in Java,Zürcher Kantonalbank,,Zürich,N,Zurich,Application Developer / Java,IT
Applikations-Entwickler/in SAS,Zürcher Kantonalbank,,Zürich,N,Zurich,Application Developer / in SAS,IT
Applikations-Spezialist/in Text Processing,Obergericht des Kantons Zürich,,Zürich,N,Zurich,Application Specialist / in Text Processing,IT
Applikationsbetreuer und Projektleiter Medien 80-100% (m/w),NZZ Management AG,,Zürich,N,Zurich,Applikationsbetreuer and project media 80-100% (w / w),IT
Applikationsentwickler Java Fullstack (w/m),RM IT Professional Resources AG,,Zürich,N,Zurich,Java application developers full stack (w / m),IT
Applikationsentwickler Java Fullstack (w/m),RM IT Professional Resources AG,,Zürich,N,Zurich,Java application developers full stack (w / m),IT
Applikationsentwickler(in) - CSS,ProfiLogic AG,,Zürich,N,Zurich,Application developers (in) - CSS,IT
Applikationsentwickler/-in CSS (Contract),IT Di-Visions AG,,Zürich,N,Zurich,Application Developer / -in CSS (Contract),IT
Applikationsentwickler/in für multidimensionale In-Memory-Applikation,Zürcher Kantonalbank,,Zürich,N,Zurich,Application Developer / in multidimensional in-memory application,IT
Associate Forensic - blockchain audit & compliance solutions development,PwC,,Zürich,N,Zurich,Associate Forensic - block chain audit & compliance solutions development,IT
Associate SAP Compliance,PwC,,Zürich,N,Zurich,Associate SAP Compliance,IT
"Automated QA Tester, 12 Months Contract, Zürich, Finance",The Stamford Group AG,,Zürich,N,Zurich,"Automated QA Tester, 12 Months Contract, Zurich, Finance",IT
"Automated Tester, 12 Months Contract, Zürich, Finance",The Stamford Group AG,,Zürich,N,Zurich,"Automated Tester, 12 Months Contract, Zurich, Finance",IT
AWS Platform Engineer (f/m) 80-100%,Homegate AG,,Zürich,N,Zurich,AWS Platform Engineer (f / m) 80-100%,IT
AWS Platform Engineer (f/m) 80-100%,Homegate AG,,Zürich,N,Zurich,AWS Platform Engineer (f / m) 80-100%,IT
AWS Platform Engineer (f/m) 80-100%,Homegate AG,,Zürich,N,Zurich,AWS Platform Engineer (f / m) 80-100%,IT
AWS Platform Engineer (f/m) 80-100%,Homegate AG,,Zürich,N,Zurich,AWS Platform Engineer (f / m) 80-100%,IT
AXON Vibe Data Engineer | Zurich,Axon Vibe AG,,Zürich,N,Zurich,AXON Vibe Data Engineer | Zurich,IT
Backend Engineer (f/m) 80-100%,Doodle AG,,Zürich,N,Zurich,Backend Engineer (f / m) 80-100%,IT
Beqom Architect,EY,,Zürich,N,Zurich,Beqom Architect,IT
"BI/C# Developer, 12 Months Contract, Zürich, Finance",The Stamford Group AG,,Zürich,N,Zurich,"BI / C # Developer, 12 Months Contract, Zurich, Finance",IT
Business Analyst & Nearshore Coordinator,SIX Payment Services AG,,Zürich,N,Zurich,Business Analyst & Nearshore Coordinator,IT
Business Analyst Auftragsmanagement (m/w),ISS Schweiz AG,,Zürich,N,Zurich,Business Analyst Order Management (m / f),IT
C# / .Net Software Entwickler,Nordwand Group AG,,Zürich,N,Zurich,C # / .Net Software Developer,IT
Cloud Architect,JobCloud AG,,Zürich,N,Zurich,Cloud Architect,IT
Cobol Developer,Experis Schweiz Zürich,,Zürich,N,Zurich,Cobol Developer,IT
Cobol Developer,Experis Schweiz Zürich,,Zürich,N,Zurich,Cobol Developer,IT
Cobol Developer,Experis Schweiz Zürich,,Zürich,N,Zurich,Cobol Developer,IT
Cobol Developer,Experis Schweiz Zürich,,Zürich,N,Zurich,Cobol Developer,IT
