Currency,Pricing,Number of rooms,Appt Size,Address,Place,Kanton,Region,Language,Secondary
CHF,1610,2,80,"Ch. du Pontet 4, 1306 Daillens",Daillens,Vaud,South-West,French,None
CHF,1610,2,80,"Ch. du Pontet 4, 1306 Daillens",Daillens,Vaud,South-West,French,None
CHF,1660,2,70,"Chemin du Prumay 5, 1026 Denges",Denges,Vaud,South-West,French,None
CHF,1660,2,70,"Chemin du Prumay 5, 1026 Denges",Denges,Vaud,South-West,French,None
CHF,1230,1.5,40,"Grand Rue, 1040 Echallens",Echallens,Vaud,South-West,French,None
CHF,1485,2,56,"Rte de Lausanne 14C, 1040 Echallens",Echallens,Vaud,South-West,French,None
CHF,1230,1.5,40,"Grand Rue, 1040 Echallens",Echallens,Vaud,South-West,French,None
CHF,1485,2,56,"Rte de Lausanne 14C, 1040 Echallens",Echallens,Vaud,South-West,French,None
CHF,1540,2,70,1026 Echandens,Echandens,Vaud,South-West,French,None
CHF,1540,2,70,1026 Echandens,Echandens,Vaud,South-West,French,None
CHF,1650,2,75,"Route du Village 17, 1112 Echichens",Echichens,Vaud,South-West,French,None
CHF,1650,2,75,"Route du Village 17, 1112 Echichens",Echichens,Vaud,South-West,French,None
CHF,1760,2,47,"Route de Montblesson 18, 1066 Epalinges",Epalinges,Vaud,South-West,French,None
CHF,1790,2,50,"Grand-Chemin 89, 1066 Epalinges",Epalinges,Vaud,South-West,French,None
CHF,1760,2,47,"Route de Montblesson 18, 1066 Epalinges",Epalinges,Vaud,South-West,French,None
CHF,1790,2,50,"Grand-Chemin 89, 1066 Epalinges",Epalinges,Vaud,South-West,French,None
CHF,2170,2,80,"Rue de la Laiterie 4, 1173 Féchy",Féchy,Vaud,South-West,French,None
CHF,2170,2,80,"Rue de la Laiterie 4, 1173 Féchy",Féchy,Vaud,South-West,French,None
CHF,1100,1,30,"Chemin de la Poste 6, 1297 Founex",Founex,Vaud,South-West,French,None
CHF,1100,1,30,"Chemin de la Poste 6, 1297 Founex",Founex,Vaud,South-West,French,None
CHF,1760,2,85,1272 Genolier,Genolier,Vaud,South-West,French,None
CHF,1760,2,85,1272 Genolier,Genolier,Vaud,South-West,French,None
CHF,100,1,0,"Ruelle 5, 1429 Giez",Giez,Vaud,South-West,French,None
CHF,100,1,0,"Ruelle 5, 1429 Giez",Giez,Vaud,South-West,French,None
CHF,1690,2,61,"Ch. du Closez 4, 1188 Gimel",Gimel,Vaud,South-West,French,None
CHF,1690,2,61,"Ch. du Closez 4, 1188 Gimel",Gimel,Vaud,South-West,French,None
CHF,1780,2,60,"Grand-Rue, 1196 Gland",Gland,Vaud,South-West,French,None
CHF,1780,2,60,"Grand-Rue, 1196 Gland",Gland,Vaud,South-West,French,None
CHF,790,1,0,"Place de l'Orme 1, 1124 Gollion",Gollion,Vaud,South-West,French,None
CHF,790,1,0,"Place de l'Orme 1, 1124 Gollion",Gollion,Vaud,South-West,French,None
CHF,1500,2,60,"Chemin de la Bovarde 21, 1091 Grandvaux",Grandvaux,Vaud,South-West,French,None
CHF,1500,2,60,"Chemin de la Bovarde 21, 1091 Grandvaux",Grandvaux,Vaud,South-West,French,None
CHF,950,2,45,"Place de la Barboleuse 5, 1882 Gryon",Gryon,Vaud,South-West,French,None
CHF,950,2,45,"Place de la Barboleuse 5, 1882 Gryon",Gryon,Vaud,South-West,French,None
CHF,610,1,0,1805 Jongny,Jongny,Vaud,South-West,French,None
CHF,610,1,0,1805 Jongny,Jongny,Vaud,South-West,French,None
CHF,1280,2,54,"Route Hôtel de Ville 11, 1344 L'Abbaye",L'Abbaye,Vaud,South-West,French,None
CHF,1280,2,54,"Route Hôtel de Ville 11, 1344 L'Abbaye",L'Abbaye,Vaud,South-West,French,None
CHF,2430,1,102,"Rue du Grand-Pont 2bis, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1015,1,0,"Rue du Rôtillon 3, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1250,1.5,34,"Avenue Sainte Luce 4Bis, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1290,1,40,"Rue Saint-Pierre 4, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1625,1,43,"Rue du Pont 10, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1850,2,65,"Rue St-Laurent 14, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,2500,2,101,"Rue Mauborget 8, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,3300,1,135,"Place Chauderon 24, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,760,1.5,26,"Avenue Frédéric-Recordon 3, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,873,1.5,45,"Avenue de morges, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,880,1,0,"Av. de Morges 74, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,930,1,0,"Av. de Morges 74, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,990,1,21,"Chemin des Rosiers 5, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1020,1,25,"Avenue de France 38, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1040,1,18,"Chemin des Rosiers 2, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1125,2,47,"Ch. de Champrilly 10, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1230,1,22,"Avenue d'Echallens 110, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1340,1,32,"Avenue d'Echallens 42, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1015,1,0,"Rue du Rôtillon 3, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1250,1.5,34,"Avenue Sainte Luce 4Bis, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1290,1,40,"Rue Saint-Pierre 4, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1625,1,43,"Rue du Pont 10, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1850,2,65,"Rue St-Laurent 14, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,2500,2,101,"Rue Mauborget 8, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,3300,1,135,"Place Chauderon 24, 1003 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,760,1.5,26,"Avenue Frédéric-Recordon 3, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,873,1.5,45,"Avenue de morges, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,880,1,0,"Av. de Morges 74, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,930,1,0,"Av. de Morges 74, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,990,1,21,"Chemin des Rosiers 5, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1020,1,25,"Avenue de France 38, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1040,1,18,"Chemin des Rosiers 2, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1125,2,47,"Ch. de Champrilly 10, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1230,1,22,"Avenue d'Echallens 110, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1340,1,32,"Avenue d'Echallens 42, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1395,2,42,"Rue du Maupas 61, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1400,2,56,"Chemin de Champrilly 26, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1400,2,51,"Avenue Jomini 14, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1415,2,47,"Rue du Maupas 67, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1420,2,51,"Avenue Jomini 12, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1420,1,41,"Chemin des Clochetons 6, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1440,2,43,"Avenue Recordon 21, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1460,2,0,"Ch. de Renens 41, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1490,2,60,"Chemin de Pierrefleur 34, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1490,2,48,"Av.de Morges 163/Genève 100bis, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1495,2,60,"Chemin de Pierrefleur 36, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1508,2,53,"Avenue Davel 18, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1580,2,0,"Ch. de Renens 43, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1615,2,53,"Rte de Prilly 7, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1650,2,53,"Avenue de Saint Paul 12, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1650,2,0,"Chemin de Renens 10, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,2950,2,80,"Bergières 55, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,840,1,21,"Rue St-Martin 30, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,940,1,25,"Av. Louis-Vulliemin, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1395,2,42,"Rue du Maupas 61, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1400,2,56,"Chemin de Champrilly 26, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1400,2,51,"Avenue Jomini 14, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1415,2,47,"Rue du Maupas 67, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1420,2,51,"Avenue Jomini 12, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1420,1,41,"Chemin des Clochetons 6, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1440,2,43,"Avenue Recordon 21, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1460,2,0,"Ch. de Renens 41, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1490,2,60,"Chemin de Pierrefleur 34, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1490,2,48,"Av.de Morges 163/Genève 100bis, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1495,2,60,"Chemin de Pierrefleur 36, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1508,2,53,"Avenue Davel 18, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1580,2,0,"Ch. de Renens 43, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1615,2,53,"Rte de Prilly 7, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1650,2,53,"Avenue de Saint Paul 12, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1650,2,0,"Chemin de Renens 10, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,2950,2,80,"Bergières 55, 1004 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,840,1,21,"Rue St-Martin 30, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,940,1,25,"Av. Louis-Vulliemin, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1090,1,23,"Ch. de Monribeau 3, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1110,1,23,"Avenue de Menthon 16, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1190,1.5,0,"Avenue du Léman, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1190,1,31,"Av du Léman 87, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1236,1.5,22,"Rue du Bugnon 18, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1350,1.5,58,"Avenue Louis-Vulliemin 18, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1425,2,0,"Lausanne, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1465,2,43,"Avenue Eugène Rambert 30, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1820,2,45,"Chemin de Chissiez 7, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,770,1,0,"Ch. du Cap 3, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,950,1.5,41,"Chemin du Vanil 12, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,980,1,36,"Avenue d' Ouchy 64, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1110,1,28,1006 Lausanne,Lausanne,Vaud,South-West,French,None
CHF,1295,1,0,"Av. de Jurigoz 13, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1470,1,44,"Chemin de Chandieu 22, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1490,2,60,"Chemin du Trabandan 31, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1500,2,54,"Avenue du Denantou 17-19, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1510,2,57,"Rue de la Harpe 1, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1670,1.5,42,"Avenue du Denantou 21-23, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1710,2,60,Lausanne,Lausanne,Vaud,South-West,French,None
CHF,1090,1,23,"Ch. de Monribeau 3, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1110,1,23,"Ch. de Monribeau 3, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1190,1.5,0,"Avenue de Menthon 16, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1190,1,31,"Avenue du Léman, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1236,1.5,22,"Av du Léman 87, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1350,1.5,58,"Rue du Bugnon 18, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1425,2,0,"Avenue Louis-Vulliemin 18, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1465,2,43,"Lausanne, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1820,2,45,"Avenue Eugène Rambert 30, 1005 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,770,1,0,"Chemin de Chissiez 7, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,950,1.5,41,"Ch. du Cap 3, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,980,1,36,"Chemin du Vanil 12, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1110,1,28,"Avenue d' Ouchy 64, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1295,1,0,1006 Lausanne,Lausanne,Vaud,South-West,French,None
CHF,1470,1,44,"Av. de Jurigoz 13, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1490,2,60,"Chemin de Chandieu 22, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1500,2,54,"Chemin du Trabandan 31, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1510,2,57,"Avenue du Denantou 17-19, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1670,1.5,42,"Rue de la Harpe 1, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1710,2,60,"Avenue du Denantou 21-23, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,2030,1,44,"Avenue Dapples 13, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,2290,1.5,40,"Chemin de Longeraie 4, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,400,1,10,"Ch. de Primerose 9, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,730,1,21,"Avenue de Tivoli 19 bis, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,736,1.5,32,"Chemin des Fleurettes 41, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,850,1.5,32,"Av. de Tivoli 8, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,930,1,0,"Av. du Mont d'Or 69, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,930,1,0,"Av. du Mont d'Or 69, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,980,1.5,20,"Montoie 53, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,980,1,0,"Av. du Grammont 4, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1200,1,21,"Chemin du Mont-Tendre 8ter, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1255,1.5,24,"Avenue de Cour 67, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1300,1.5,35,"Chemin des Mouettes 26, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1300,1,35,"Ch. des Mouettes 26, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1390,2,46,"Grande-Rive 7, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1400,2,38,"Route de Chavannes, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1685,2,53,"Ch. de Primerose 32, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,800,1,29,"Ch. des Libellules 12, 1010 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,800,1,29,"Ch. des Libellules 12, 1010 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,850,1,21,"Route de Berne 14, 1010 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,2030,1,44,"Avenue Dapples 13, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,2290,1.5,40,"Chemin de Longeraie 4, 1006 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,400,1,10,"Ch. de Primerose 9, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,730,1,21,"Avenue de Tivoli 19 bis, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,736,1.5,32,"Chemin des Fleurettes 41, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,850,1.5,32,"Av. de Tivoli 8, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,930,1,0,"Av. du Mont d'Or 69, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,930,1,0,"Av. du Mont d'Or 69, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,980,1.5,20,"Montoie 53, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,980,1,0,"Av. du Grammont 4, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1200,1,21,"Chemin du Mont-Tendre 8ter, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1255,1.5,24,"Avenue de Cour 67, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1300,1.5,35,"Chemin des Mouettes 26, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1300,1,35,"Ch. des Mouettes 26, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1390,2,46,"Grande-Rive 7, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1400,2,38,"Route de Chavannes, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1685,2,53,"Ch. de Primerose 32, 1007 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,800,1,29,"Ch. des Libellules 12, 1010 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,800,1,29,"Ch. des Libellules 12, 1010 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,850,1,21,"Route de Berne 14, 1010 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1050,1.5,34,"Avenue de Valmont 20, 1010 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1190,1.5,31,"Ch. du Devin 68, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,600,1,25,"Chemin du Devin 4, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,840,1,24,"Chemin du Devin 4, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,840,1,18,"Ch. du Devin 72-, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,960,1,32,"Ch. du Devin 72-, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,960,1,32,"Av. de Chailly 21, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1250,2,38,"Avenue de Chailly, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1320,1.5,0,"Chemin des Fauconnières 3, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1440,2,55,"Chemin de Bochardon 7, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1465,2,45,"Chemin des Diablerets 2, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1465,1,20,"Ch. du Devin 55, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1475,2,48,"Chemin du Devin 45 B, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1800,2,50,"Rte du Signal 17, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,700,1,0,"Route Aloys-Fauquez 124, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,890,1.5,20,"Route Aloys-Fauquez 122, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,930,1.5,21,"Chemin de la Lisière 17, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,935,1,24,"Ch. de la Lisière 19, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1060,2,40,"Rte Aloys-Fauquez 126, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1200,1,24,Lausanne,Lausanne,Vaud,South-West,French,None
CHF,1050,1.5,34,"Chemin des Lys 1, 1010 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1190,1.5,31,"Avenue de Valmont 20, 1010 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,600,1,25,"Ch. du Devin 68, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,840,1,24,"Chemin du Devin 4, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,840,1,18,"Chemin du Devin 4, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,960,1,32,"Ch. du Devin 72-, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,960,1,32,"Ch. du Devin 72-, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1250,2,38,"Av. de Chailly 21, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1320,1.5,0,"Avenue de Chailly, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1440,2,55,"Chemin des Fauconnières 3, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1465,2,45,"Chemin de Bochardon 7, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1465,1,20,"Chemin des Diablerets 2, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1475,2,48,"Ch. du Devin 55, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1800,2,50,"Chemin du Devin 45 B, 1012 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,700,1,0,"Rte du Signal 17, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,890,1.5,20,"Route Aloys-Fauquez 124, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,930,1.5,21,"Route Aloys-Fauquez 122, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,935,1,24,"Chemin de la Lisière 17, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1060,2,40,"Ch. de la Lisière 19, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1200,1,24,"Rte Aloys-Fauquez 126, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1270,2,48,"Chemin Bois Gentil 51, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1390,2,57,"Chemin du Furet 13, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1431,2,44,"Route Aloys-Fauquez 60, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1475,2,52,"Rue des Jardins 26, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1620,2,53,"Chemin du Furet 10, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1630,2,55,"Chemin du Furet 12, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1150,2,0,"Av. d'Echallens 136, 1000 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1320,1,0,"Chemin de la Vulliette 7, 1000 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1530,2,0,"Ch. Vulliette 7, 1000 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1270,2,48,"Chemin Bois Gentil 51, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1390,2,57,"Chemin du Furet 13, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1431,2,44,"Route Aloys-Fauquez 60, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1475,2,52,"Rue des Jardins 26, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1620,2,53,"Chemin du Furet 10, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1630,2,55,"Chemin du Furet 12, 1018 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1150,2,0,"Av. d'Echallens 136, 1000 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1320,1,0,"Chemin de la Vulliette 7, 1000 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,1530,2,0,"Ch. Vulliette 7, 1000 Lausanne",Lausanne,Vaud,South-West,French,None
CHF,930,2,0,"Rue de la Cité 12 a, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,580,1,27,"Rue du commerce 2, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,650,1.5,20,"Ch. de Quisisana 9, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,680,1,23,"Avenue Rollier 31, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,700,1,0,"Rue de la Cité 11, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,750,1,0,"Clos 1, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,770,1,0,"rte de Clos-soleil 16, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,850,1,33,"Fleurettes 6, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,900,2,0,"Collure 6, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,900,2,0,"rue du Commerce 3, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,980,2,57,"Rte du Village 32, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,1200,1,50,Leysin,Leysin,Vaud,South-West,French,None
CHF,580,1,27,"Rue de la Cité 12 a, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,650,1.5,20,"Rue du commerce 2, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,680,1,23,"Ch. de Quisisana 9, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,700,1,0,"Avenue Rollier 31, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,750,1,0,"Rue de la Cité 11, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,770,1,0,"Clos 1, 1854 Leysin",Leysin,Vaud,South-West,French,None
CHF,850,1,33,"rte de Clos-soleil 16, 1854 Leysin",Leysin,Vaud,South-West,French,None
